X--Kurve 1::[P(U1) | P(TK6)],Y--Kurve 1::[P(U1) | P(TK6)]
0.00499109,3.41898
0.005,3.48582
0.00500127,3.48267
0.0050038,3.47373
0.00500887,3.45596
0.00501394,3.43845
0.00502,3.41773
0.00502101,3.40927
0.00502304,3.39223
0.0050271,3.35852
0.00503521,3.29261
0.00504,3.25629
0.00504162,3.24591
0.00504487,3.22451
0.00505136,3.18233
0.00506,3.12799
0.0050613,3.1261
0.00506389,3.12049
0.00506909,3.1093
0.00507428,3.09824
0.00508,3.08612
0.00508104,3.09341
0.00508312,3.10799
0.00508727,3.13747
0.00509558,3.19768
0.0051,3.232
0.00510166,3.22904
0.00510498,3.22243
0.00511163,3.20926
0.00512492,3.18316
0.00513,3.17354
0.005132,3.16784
0.005136,3.15643
0.005144,3.13378
0.00515,3.11718
0.0051516,3.12298
0.0051548,3.13445
0.0051612,3.15758
0.00517,3.18996
0.00517128,3.18795
0.00517384,3.18324
0.00517896,3.17387
0.00518408,3.16457
0.00519,3.15388
0.00519102,3.15289
0.00519307,3.15085
0.00519717,3.14678
0.00520536,3.13866
0.00521,3.13409
0.00521164,3.13919
0.00521492,3.1494
0.00522147,3.16998
0.00523,3.19721
0.00523131,3.20384
0.00523393,3.21671
0.00523918,3.24267
0.00524442,3.26921
0.00525,3.29793
0.00525105,3.29639
0.00525315,3.2928
0.00525734,3.28565
0.00526573,3.27142
0.00527,3.26429
0.00527168,3.2654
0.00527503,3.2676
0.00528174,3.27201
0.00529,3.27745
0.00529134,3.27099
0.00529403,3.25813
0.0052994,3.23264
0.00531,3.18317
0.00531107,3.18883
0.00531322,3.19869
0.00531752,3.21854
0.00532611,3.25882
0.00533,3.27799
0.00533172,3.29812
0.00533515,3.3388
0.00534203,3.42243
0.00535,3.52596
0.00535137,3.53796
0.00535412,3.55578
0.00535962,3.5918
0.00537,3.6614
0.0053711,3.66507
0.0053733,3.66966
0.0053777,3.67888
0.00538649,3.69743
0.0054,3.72625
0.00540176,3.72555
0.00540528,3.72369
0.00541231,3.71997
0.00542,3.71591
0.00542141,3.71993
0.00542422,3.72797
0.00542985,3.74413
0.00544,3.77355
0.00544113,3.77106
0.00544338,3.76561
0.00544788,3.75475
0.00545689,3.73317
0.00546,3.72592
0.0054618,3.72088
0.0054654,3.71081
0.00547261,3.6908
0.00548,3.67057
0.00548144,3.66843
0.00548432,3.66392
0.00549009,3.65491
0.0055,3.63952
0.00550115,3.64273
0.00550346,3.64902
0.00550807,3.66167
0.00551729,3.68715
0.00552,3.6949
0.00552184,3.68999
0.00552553,3.68018
0.00553291,3.66068
0.00554,3.64221
0.00554148,3.64533
0.00554443,3.65139
0.00555033,3.66355
0.00556,3.68362
0.00556118,3.67851
0.00556354,3.66811
0.00556826,3.64745
0.00557771,3.60664
0.00558,3.59739
0.00558189,3.58632
0.00558567,3.56432
0.00559322,3.52092
0.0056,3.48333
0.00560151,3.49804
0.00560453,3.52694
0.00561058,3.58581
0.00562,3.68131
0.00562121,3.6876
0.00562363,3.69505
0.00562846,3.71
0.00563813,3.7402
0.00565,3.77802
0.00565193,3.77194
0.0056558,3.75907
0.00566354,3.73353
0.00567,3.71264
0.00567155,3.71072
0.00567464,3.70667
0.00568083,3.69857
0.00569,3.68664
0.00569124,3.68795
0.00569371,3.69049
0.00569867,3.69559
0.00570857,3.7058
0.00571,3.70731
0.00571198,3.70965
0.00571594,3.71432
0.00572386,3.72367
0.00573,3.73097
0.00573158,3.73808
0.00573475,3.75233
0.00574109,3.78108
0.00575,3.82225
0.00575127,3.81702
0.0057538,3.80571
0.00575887,3.78323
0.00576394,3.76112
0.00577,3.73499
0.00577101,3.72768
0.00577304,3.71278
0.0057771,3.68323
0.00578521,3.6252
0.00579,3.59278
0.00579162,3.59027
0.00579487,3.58466
0.00580136,3.5735
0.00581,3.55874
0.0058113,3.56494
0.00581389,3.57727
0.00581909,3.60212
0.00582428,3.62744
0.00583,3.65572
0.00583104,3.66301
0.00583312,3.67723
0.00583727,3.70592
0.00584558,3.76429
0.00585,3.79717
0.00585166,3.79425
0.00585498,3.78785
0.00586163,3.7751
0.00587492,3.74978
0.00588,3.7404
0.005882,3.73873
0.005886,3.73536
0.005894,3.72864
0.0059,3.72362
0.0059016,3.72011
0.0059048,3.71309
0.0059112,3.6991
0.00592,3.68004
0.00592128,3.66695
0.00592384,3.64079
0.00592896,3.58933
0.00593408,3.53984
0.00594,3.48406
0.00594102,3.47878
0.00594307,3.46653
0.00594717,3.44223
0.00595536,3.39438
0.00596,3.36859
0.00596164,3.3748
0.00596492,3.38685
0.00597147,3.41115
0.00598,3.44336
0.00598131,3.44866
0.00598393,3.45869
0.00598918,3.47889
0.00599442,3.49941
0.006,3.52152
0.00600105,3.52016
0.00600315,3.51719
0.00600734,3.51124
0.00601573,3.4994
0.00602,3.49344
0.00602168,3.5078
0.00602503,3.53679
0.00603174,3.59586
0.00604,3.67169
0.00604134,3.66992
0.00604403,3.66316
0.0060494,3.6497
0.00606,3.62335
0.00606107,3.61642
0.00606322,3.60226
0.00606752,3.57418
0.00607611,3.51901
0.00608,3.49551
0.00608172,3.50303
0.00608515,3.51782
0.00609203,3.54768
0.0061,3.5831
0.00610137,3.57456
0.00610412,3.55691
0.00610962,3.52198
0.00612062,3.45366
0.00613,3.3986
0.006132,3.3948
0.006136,3.38549
0.006144,3.36698
0.00615,3.35333
0.0061516,3.36543
0.0061548,3.38974
0.0061612,3.43916
0.00617,3.50959
0.00617128,3.51019
0.00617384,3.50845
0.00617896,3.50499
0.00618408,3.50154
0.00619,3.49755
0.00619102,3.49027
0.00619307,3.47578
0.00619717,3.44707
0.00620536,3.39071
0.00621,3.3606
0.00621164,3.36697
0.00621492,3.37922
0.00622147,3.40391
0.00623,3.43667
0.00623131,3.43773
0.00623393,3.43925
0.00623918,3.44228
0.00624442,3.44531
0.00625,3.44855
0.00625105,3.44014
0.00625315,3.42342
0.00625734,3.39036
0.00626573,3.32565
0.00627,3.29501
0.00627168,3.30212
0.00627503,3.31581
0.00628174,3.34345
0.00629,3.37819
0.00629134,3.38783
0.00629403,3.40651
0.0062994,3.44434
0.00631,3.52095
0.00631107,3.52687
0.00631322,3.53527
0.00631752,3.55216
0.00632611,3.58629
0.00633,3.60236
0.00633172,3.59766
0.00633515,3.58815
0.00634203,3.56924
0.00635,3.54759
0.00635137,3.53416
0.00635412,3.50729
0.00635962,3.45446
0.00637,3.35811
0.0063711,3.3601
0.0063733,3.35882
0.0063777,3.35627
0.00638649,3.35118
0.0064,3.3434
0.00640176,3.33968
0.00640528,3.33222
0.00641231,3.31739
0.00642,3.30137
0.00642141,3.29739
0.00642422,3.2893
0.00642985,3.2732
0.00644,3.24451
0.00644113,3.24999
0.00644338,3.2605
0.00644788,3.28167
0.00645689,3.32463
0.00646,3.34038
0.0064618,3.3515
0.0064654,3.37377
0.00647261,3.41898
0.00648,3.46706
0.00648144,3.46794
0.00648432,3.46834
0.00649009,3.46913
0.0065,3.4705
0.00650115,3.4705
0.00650346,3.4705
0.00650807,3.4705
0.00651729,3.4705
0.00652,3.4705
0.00652184,3.48214
0.00652553,3.50563
0.00653291,3.55331
0.00654,3.60087
0.00654148,3.60885
0.00654443,3.62361
0.00655033,3.6534
0.00656,3.70316
0.00656118,3.7108
0.00656354,3.72479
0.00656826,3.753
0.00657771,3.8104
0.00658,3.82559
0.00658189,3.82796
0.00658567,3.83258
0.00659322,3.84184
0.0066,3.8502
0.00660151,3.84789
0.00660453,3.84321
0.00661058,3.8339
0.00662,3.81948
0.00662121,3.81527
0.00662363,3.80679
0.00662846,3.7899
0.00663813,3.75647
0.00665,3.71637
0.00665193,3.71582
0.0066558,3.71388
0.00666354,3.71
0.00667,3.70677
0.00667155,3.69276
0.00667464,3.665
0.00668083,3.61041
0.00669,3.53243
0.00669124,3.53498
0.00669371,3.53675
0.00669867,3.54031
0.00670857,3.54743
0.00671,3.54847
0.00671198,3.55195
0.00671594,3.55891
0.00672386,3.57291
0.00673,3.58388
0.00673158,3.57757
0.00673475,3.56496
0.00674109,3.53993
0.00675,3.50537
0.00675127,3.50958
0.0067538,3.51736
0.00675887,3.53299
0.00676394,3.54882
0.00677,3.56789
0.00677101,3.56804
0.00677304,3.56813
0.0067771,3.56833
0.00678521,3.56872
0.00679,3.56894
0.00679162,3.57837
0.00679487,3.59734
0.00680136,3.63572
0.00681,3.68823
0.0068113,3.68456
0.00681389,3.67572
0.00681909,3.65813
0.00682428,3.64078
0.00683,3.62183
0.00683104,3.61736
0.00683312,3.60826
0.00683727,3.59015
0.00684558,3.55436
0.00685,3.53597
0.00685166,3.53468
0.00685498,3.53191
0.00686163,3.52638
0.00687492,3.51534
0.00688,3.51119
0.006882,3.52552
0.006886,3.55445
0.006894,3.6134
0.0069,3.6599
0.0069016,3.66879
0.0069048,3.68548
0.0069112,3.71922
0.00692,3.76665
0.00692128,3.76547
0.00692384,3.76192
0.00692896,3.75481
0.00693408,3.74773
0.00694,3.73958
0.00694102,3.74457
0.00694307,3.75456
0.00694717,3.77468
0.00695536,3.81538
0.00696,3.83932
0.00696164,3.84193
0.00696492,3.84686
0.00697147,3.85676
0.00698,3.86972
0.00698131,3.86566
0.00698393,3.85746
0.00698918,3.84116
0.00699442,3.82504
0.007,3.80801
0.00700105,3.80339
0.00700315,3.79401
0.00700734,3.77536
0.00701573,3.73847
0.00702,3.72037
0.00702168,3.7114
0.00702503,3.69341
0.00703174,3.65783
0.00704,3.61511
0.00704134,3.61425
0.00704403,3.61153
0.0070494,3.60609
0.00706,3.59539
0.00706107,3.58925
0.00706322,3.57695
0.00706752,3.55257
0.00707611,3.50452
0.00708,3.48389
0.00708172,3.48291
0.00708515,3.48067
0.00709203,3.47622
0.0071,3.47106
0.00710137,3.47215
0.00710412,3.47431
0.00710962,3.47863
0.00712062,3.48729
0.00713,3.49474
0.007132,3.49007
0.007136,3.48074
0.007144,3.46218
0.00715,3.4485
0.0071516,3.44123
0.0071548,3.42666
0.0071612,3.39781
0.00717,3.35896
0.00717128,3.35169
0.00717384,3.33635
0.00717896,3.30601
0.00718408,3.27641
0.00719,3.24275
0.00719102,3.24596
0.00719307,3.2517
0.00719717,3.26323
0.00720536,3.28647
0.00721,3.29997
0.00721164,3.31264
0.00721492,3.3381
0.00722147,3.38991
0.00723,3.46001
0.00723131,3.46914
0.00723393,3.48458
0.00723918,3.51575
0.00724442,3.54769
0.00725,3.5823
0.00725105,3.58218
0.00725315,3.58125
0.00725734,3.5794
0.00726573,3.57571
0.00727,3.57384
0.00727168,3.58195
0.00727503,3.59828
0.00728174,3.63127
0.00729,3.67282
0.00729134,3.669
0.00729403,3.66043
0.0072994,3.64335
0.00731,3.60999
0.00731107,3.60855
0.00731322,3.60508
0.00731752,3.59814
0.00732611,3.58434
0.00733,3.57817
0.00733172,3.58121
0.00733515,3.58727
0.00734203,3.59944
0.00735,3.61369
0.00735137,3.6126
0.00735412,3.61031
0.00735962,3.60572
0.00737,3.59709
0.0073711,3.59923
0.0073733,3.60349
0.0073777,3.61204
0.00738649,3.62922
0.0074,3.6559
0.00740176,3.66094
0.00740528,3.67065
0.00741231,3.69018
0.00742,3.71181
0.00742141,3.69978
0.00742422,3.67565
0.00742985,3.6281
0.00744,3.5449
0.00744113,3.5367
0.00744338,3.51666
0.00744788,3.4771
0.00745689,3.39998
0.00746,3.37603
0.0074618,3.36995
0.0074654,3.35747
0.00747261,3.33273
0.00748,3.30787
0.00748144,3.30235
0.00748432,3.29098
0.00749009,3.26843
0.0075,3.23027
0.00750115,3.23359
0.00750346,3.23934
0.00750807,3.25091
0.00751729,3.27421
0.00752,3.28131
0.00752184,3.27794
0.00752553,3.27118
0.00753291,3.25773
0.00754,3.24495
0.00754148,3.23373
0.00754443,3.21137
0.00755033,3.16735
0.00756,3.09754
0.00756118,3.09478
0.00756354,3.08624
0.00756826,3.06929
0.00757771,3.0358
0.00758,3.02819
0.00758189,3.03573
0.00758567,3.05087
0.00759322,3.08148
0.0076,3.10973
0.00760151,3.12131
0.00760453,3.14415
0.00761058,3.1906
0.00762,3.26559
0.00762121,3.26661
0.00762363,3.26506
0.00762846,3.26198
0.00763813,3.25581
0.00765,3.24828
0.00765193,3.24437
0.0076558,3.23652
0.00766354,3.2209
0.00767,3.20804
0.00767155,3.21842
0.00767464,3.23923
0.00768083,3.28147
0.00769,3.34602
0.00769124,3.35168
0.00769371,3.36046
0.00769867,3.37813
0.00770857,3.41386
0.00771,3.4195
0.00771198,3.43797
0.00771594,3.47537
0.00772386,3.55204
0.00773,3.61547
0.00773158,3.62279
0.00773475,3.63524
0.00774109,3.66032
0.00775,3.69618
0.00775127,3.69252
0.0077538,3.6845
0.00775887,3.66853
0.00776394,3.65275
0.00777,3.63405
0.00777101,3.62959
0.00777304,3.62051
0.0077771,3.60245
0.00778521,3.56673
0.00779,3.54636
0.00779162,3.54693
0.00779487,3.54782
0.00780136,3.54959
0.00781,3.55196
0.0078113,3.56683
0.00781389,3.59687
0.00781909,3.6581
0.00782428,3.72224
0.00783,3.79533
0.00783104,3.7922
0.00783312,3.7831
0.00783727,3.76498
0.00784558,3.72914
0.00785,3.71071
0.00785166,3.71343
0.00785498,3.7187
0.00786163,3.72928
0.00787492,3.75057
0.00788,3.75891
0.007882,3.7736
0.007886,3.80322
0.007894,3.86354
0.0079,3.91101
0.0079016,3.90218
0.0079048,3.88348
0.0079112,3.84649
0.00792,3.79682
0.00792128,3.78938
0.00792384,3.7733
0.00792896,3.74146
0.00793408,3.71035
0.00794,3.67494
0.00794102,3.68431
0.00794307,3.70249
0.00794717,3.73925
0.00795536,3.81444
0.00796,3.86008
0.00796164,3.85973
0.00796492,3.85795
0.00797147,3.85441
0.00798,3.8498
0.00798131,3.84048
0.00798393,3.82195
0.00798918,3.78528
0.00799442,3.74956
0.008,3.71223
0.00800105,3.71856
0.00800315,3.73053
0.00800734,3.75466
0.00801573,3.80362
0.00802,3.82976
0.00802168,3.81754
0.00802503,3.79294
0.00803174,3.74447
0.00804,3.68676
0.00804134,3.68092
0.00804403,3.66754
0.0080494,3.64099
0.00806,3.58939
0.00806107,3.58892
0.00806322,3.58653
0.00806752,3.58176
0.00807611,3.57225
0.00808,3.56798
0.00808172,3.56533
0.00808515,3.56001
0.00809203,3.54942
0.0081,3.53722
0.00810137,3.54124
0.00810412,3.54921
0.00810962,3.56524
0.00812062,3.59763
0.00813,3.62601
0.008132,3.63475
0.008136,3.65189
0.008144,3.68652
0.00815,3.71327
0.0081516,3.71425
0.0081548,3.71582
0.0081612,3.71897
0.00817,3.7233
0.00817128,3.73339
0.00817384,3.75371
0.00817896,3.79483
0.00818408,3.83721
0.00819,3.88725
0.00819102,3.88065
0.00819307,3.86621
0.00819717,3.83758
0.00820536,3.78126
0.00821,3.75098
0.00821164,3.74823
0.00821492,3.74224
0.00822147,3.73029
0.00823,3.71487
0.00823131,3.72949
0.00823393,3.75888
0.00823918,3.81871
0.00824442,3.8812
0.00825,3.94989
0.00825105,3.94912
0.00825315,3.94514
0.00825734,3.93719
0.00826573,3.92138
0.00827,3.91345
0.00827168,3.91055
0.00827503,3.90473
0.00828174,3.89313
0.00829,3.87897
0.00829134,3.87636
0.00829403,3.87104
0.0082994,3.86042
0.00831,3.83959
0.00831107,3.83418
0.00831322,3.82319
0.00831752,3.80133
0.00832611,3.75819
0.00833,3.73949
0.00833172,3.7429
0.00833515,3.74955
0.00834203,3.76289
0.00835,3.77851
0.00835137,3.78373
0.00835412,3.79406
0.00835962,3.81487
0.00837062,3.857
0.00838,3.89413
0.008382,3.88068
0.008386,3.85329
0.008394,3.7994
0.0084,3.76071
0.0084016,3.75055
0.0084048,3.72959
0.0084112,3.68821
0.00842,3.63286
0.00842128,3.62769
0.00842384,3.61575
0.00842896,3.59206
0.00843408,3.5688
0.00844,3.54221
0.00844102,3.54556
0.00844307,3.55189
0.00844717,3.56458
0.00845536,3.59017
0.00846,3.60504
0.00846164,3.6021
0.00846492,3.5961
0.00847147,3.58415
0.00848,3.56873
0.00848131,3.5626
0.00848393,3.55027
0.00848918,3.5258
0.00849442,3.50179
0.0085,3.47657
0.00850105,3.4807
0.00850315,3.48865
0.00850734,3.50462
0.00851573,3.53688
0.00852,3.55387
0.00852168,3.56039
0.00852503,3.57334
0.00853174,3.59943
0.00854,3.63213
0.00854134,3.6257
0.00854403,3.6123
0.0085494,3.58573
0.00856,3.5341
0.00856107,3.53792
0.00856322,3.54411
0.00856752,3.55651
0.00857611,3.58153
0.00858,3.59318
0.00858172,3.61334
0.00858515,3.65415
0.00859203,3.73786
0.0086,3.84092
0.00860137,3.84798
0.00860412,3.85642
0.00860962,3.87336
0.00862062,3.90757
0.00863,3.93754
0.008632,3.93833
0.008636,3.93946
0.008644,3.94171
0.00865,3.94341
0.0086516,3.92762
0.0086548,3.89636
0.0086612,3.83495
0.00867,3.75376
0.00867128,3.75476
0.00867384,3.75338
0.00867896,3.7506
0.00868408,3.74782
0.00869,3.74462
0.00869102,3.74864
0.00869307,3.75671
0.00869717,3.7729
0.00870536,3.8056
0.00871,3.82469
0.00871164,3.81031
0.00871492,3.78165
0.00872147,3.72528
0.00873,3.65461
0.00873131,3.64885
0.00873393,3.63472
0.00873918,3.60672
0.00874442,3.5793
0.00875,3.55053
0.00875105,3.55517
0.00875315,3.56401
0.00875734,3.5818
0.00876573,3.61777
0.00877,3.63676
0.00877168,3.64169
0.00877503,3.65136
0.00878174,3.67081
0.00879,3.69508
0.00879134,3.69588
0.00879403,3.69716
0.0087994,3.69974
0.00881,3.70482
0.00881107,3.71303
0.00881322,3.72955
0.00881752,3.76292
0.00882611,3.83101
0.00883,3.86411
0.00883172,3.86748
0.00883515,3.87368
0.00884203,3.88612
0.00885,3.90068
0.00885137,3.89959
0.00885412,3.89732
0.00885962,3.89279
0.00887,3.88425
0.0088711,3.89159
0.0088733,3.9063
0.0088777,3.93599
0.00888649,3.99637
0.0089,4.09257
0.00890176,4.09166
0.00890528,4.08513
0.00891231,4.07212
0.00892,4.05803
0.00892141,4.05431
0.00892422,4.04678
0.00892985,4.03178
0.00894,4.00497
0.00894113,4.00608
0.00894338,4.00795
0.00894788,4.0117
0.00895689,4.01921
0.00896,4.02183
0.0089618,4.02926
0.0089654,4.0442
0.00897261,4.07432
0.00898,4.10585
0.00898144,4.0998
0.00898432,4.08729
0.00899009,4.06241
0.009,4.02024
0.00900115,4.02072
0.00900346,4.02081
0.00900807,4.02098
0.00901729,4.02134
0.00902,4.02144
0.00902184,4.01646
0.00902553,4.00653
0.00903291,3.98678
0.00904,3.96806
0.00904148,3.95046
0.00904443,3.91548
0.00905033,3.84689
0.00906,3.73911
0.00906118,3.74754
0.00906354,3.75852
0.00906826,3.7806
0.00907771,3.82537
0.00908,3.83699
0.00908189,3.85066
0.00908567,3.87817
0.00909322,3.93409
0.0091,3.98634
0.00910151,3.98502
0.00910453,3.981
0.00911058,3.97297
0.00912,3.96053
0.00912121,3.95607
0.00912363,3.94707
0.00912846,3.92919
0.00913813,3.89378
0.00915,3.85134
0.00915193,3.85344
0.0091558,3.85674
0.00916354,3.86333
0.00917,3.86887
0.00917155,3.86919
0.00917464,3.8698
0.00918083,3.87103
0.00919,3.87285
0.00919124,3.87091
0.00919371,3.86704
0.00919867,3.85932
0.00920857,3.84395
0.00921,3.8418
0.00921198,3.83369
0.00921594,3.81755
0.00922386,3.78558
0.00923,3.76145
0.00923158,3.75728
0.00923475,3.74866
0.00924109,3.7315
0.00925,3.70765
0.00925127,3.70859
0.0092538,3.71017
0.00925887,3.71333
0.00926394,3.7165
0.00927,3.72028
0.00927101,3.70682
0.00927304,3.68013
0.0092771,3.62759
0.00928521,3.52586
0.00929,3.47149
0.00929162,3.4595
0.00929487,3.43402
0.00930136,3.38389
0.00931,3.31956
0.0093113,3.32464
0.00931389,3.3324
0.00931909,3.348
0.00932428,3.36379
0.00933,3.38135
0.00933104,3.38584
0.00933312,3.39464
0.00933727,3.41236
0.00934558,3.44822
0.00935,3.46806
0.00935166,3.48092
0.00935498,3.50666
0.00936163,3.55901
0.00937,3.62746
0.00937133,3.62754
0.00937399,3.62506
0.0093793,3.62011
0.00938994,3.61024
0.0094,3.60097
0.009402,3.60051
0.009406,3.59955
0.009414,3.59762
0.00942,3.59618
0.0094216,3.58649
0.0094248,3.56723
0.0094312,3.52917
0.00944,3.47821
0.00944128,3.48066
0.00944384,3.4841
0.00944896,3.491
0.00945408,3.49793
0.00946,3.50597
0.00946102,3.50344
0.00946307,3.49835
0.00946717,3.4882
0.00947536,3.46804
0.00948,3.45685
0.00948164,3.45459
0.00948492,3.44999
0.00949147,3.44082
0.0095,3.42897
0.00950131,3.44085
0.00950393,3.46472
0.00950918,3.5132
0.00951442,3.56358
0.00952,3.61874
0.00952105,3.61576
0.00952315,3.60811
0.00952734,3.59288
0.00953573,3.5627
0.00954,3.54781
0.00954168,3.53663
0.00954503,3.51431
0.00955174,3.47031
0.00956,3.41789
0.00956134,3.42513
0.00956403,3.43809
0.0095694,3.46425
0.00958,3.51678
0.00958107,3.52953
0.00958322,3.55361
0.00958752,3.60251
0.00959611,3.70338
0.0096,3.75429
0.00960172,3.73633
0.00960515,3.6995
0.00961203,3.62748
0.00962,3.54809
0.00962137,3.54478
0.00962412,3.53473
0.00962962,3.51477
0.00964062,3.47535
0.00965,3.4428
0.009652,3.43786
0.009656,3.4274
0.009664,3.40664
0.00967,3.39135
0.0096716,3.39362
0.0096748,3.39804
0.0096812,3.40692
0.00969,3.41919
0.00969128,3.41953
0.00969384,3.42013
0.00969896,3.42133
0.00970408,3.42252
0.00971,3.42391
0.00971102,3.42033
0.00971307,3.41319
0.00971717,3.39899
0.00972536,3.37084
0.00973,3.35536
0.00973164,3.36629
0.00973492,3.38819
0.00974147,3.43262
0.00975,3.4924
0.00975131,3.5023
0.00975393,3.52013
0.00975918,3.55618
0.00976442,3.59326
0.00977,3.63354
0.00977105,3.63806
0.00977315,3.64622
0.00977734,3.66261
0.00978573,3.69573
0.00979,3.71316
0.00979168,3.70216
0.00979503,3.68014
0.00980174,3.63669
0.00981,3.58485
0.00981134,3.57438
0.00981403,3.55214
0.0098194,3.50829
0.00983,3.42405
0.00983107,3.43305
0.00983322,3.44715
0.00983752,3.47561
0.00984611,3.5336
0.00985,3.56164
0.00985172,3.56399
0.00985515,3.56826
0.00986203,3.57682
0.00987577,3.59403
0.00988,3.59945
0.009882,3.59224
0.009886,3.57787
0.009894,3.54939
0.0099,3.52855
0.0099016,3.52877
0.0099048,3.52896
0.0099112,3.52934
0.00992,3.52986
0.00992128,3.52165
0.00992384,3.50534
0.00992896,3.47305
0.00993408,3.44158
0.00994,3.40579
0.00994102,3.41258
0.00994307,3.42549
0.00994717,3.45151
0.00995536,3.50446
0.00996,3.53609
0.00996164,3.53742
0.00996492,3.53952
0.00997147,3.54372
0.00998,3.54921
0.00998131,3.55163
0.00998393,3.55646
0.00998918,3.56615
0.00999442,3.57591
0.01,3.58636
